customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,complaints_last_3m,outages_last_3m,avg_download_mbps,late_payments_last_6m,promo_active,discount_pct,churn
C0000149,Female,1,No,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,73.49,,0,1,44.7,1,Yes,17.5,0
C0000150,Female,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.74,1470.58,0,0,0.0,0,No,0.0,0
C0000151,Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),85.98,1155.76,1,0,181.8,1,No,0.0,0
C0000152,Male,0,Yes,No,1,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.17,55.23,3,2,174.6,0,No,0.0,0
C0000153,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.49,3129.22,0,0,250.1,0,No,0.0,0
C0000154,Male,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),114.83,8054.42,1,1,173.2,1,No,0.0,0
C0000155,Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.63,506.48,0,0,0.0,1,No,0.0,0
C0000156,Male,0,No,No,24,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),53.48,1268.76,0,0,42.9,0,No,0.0,0
C0000157,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),92.56,709.97,0,0,270.9,0,No,0.0,0
C0000158,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,102.06,2782.02,0,1,187.0,2,Yes,16.4,0
C0000159,Male,0,No,Yes,43,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.55,2108.05,1,0,51.8,0,No,0.0,0
C0000160,Male,1,Yes,No,25,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.69,1521.38,1,0,255.8,0,No,0.0,0
C0000161,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.38,3532.41,0,0,165.3,1,No,0.0,1
C0000162,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,92.98,264.84,1,3,168.5,0,Yes,14.6,1
C0000163,Female,0,No,Yes,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.99,48.9,1,0,32.1,0,No,0.0,0
C0000164,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.27,1185.14,0,0,32.7,0,No,0.0,0
C0000165,Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.79,884.87,0,0,117.5,0,No,0.0,0
C0000166,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.62,2729.84,2,0,138.7,0,No,0.0,0
C0000167,Male,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.57,476.01,0,0,0.0,0,No,0.0,0
C0000168,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,75.54,346.92,0,0,53.8,0,No,0.0,0
C0000169,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,56.4,711.82,0,0,31.8,0,No,0.0,0
C0000170,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.59,1311.62,0,1,228.1,0,No,0.0,1
C0000171,Female,1,No,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),92.66,1926.78,0,0,46.4,2,Yes,9.9,0
C0000172,Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),66.67,1743.89,0,0,41.9,0,No,0.0,1
C0000173,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,81.78,345.46,1,1,187.4,2,No,0.0,1
C0000174,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.73,94.4,0,2,146.7,0,No,0.0,0
C0000175,Female,0,Yes,No,68,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.14,4443.51,0,1,0.5,1,No,0.0,0
C0000176,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,125.97,5790.96,1,1,101.4,0,Yes,4.3,1
C0000177,Female,0,No,No,23,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),78.39,1725.67,1,0,10.1,0,No,0.0,0
C0000178,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),46.84,325.34,0,0,49.6,0,No,0.0,0
C0000179,Male,0,No,Yes,38,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,68.54,2628.22,0,0,44.5,1,Yes,17.0,0
C0000180,Male,0,No,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.22,2274.66,0,0,0.0,0,No,0.0,0
C0000181,Male,0,No,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.97,686.55,0,0,51.7,0,Yes,16.6,1
C0000182,Male,0,Yes,No,10,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,84.45,875.24,0,0,88.7,0,Yes,10.8,0
C0000183,Male,0,Yes,No,55,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.07,4294.49,0,1,40.1,0,Yes,19.2,0
C0000184,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,75.38,615.27,0,1,151.4,0,Yes,14.1,0
C0000185,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,22.6,0.0,0,0,36.0,0,Yes,9.6,0
C0000186,Male,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.45,0.0,1,0,52.1,0,Yes,18.6,1
C0000187,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),82.34,90.58,0,0,140.8,0,No,0.0,0
C0000188,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,113.57,7951.57,0,0,72.0,0,Yes,14.7,0
C0000189,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.16,297.1,1,0,134.1,0,Yes,7.2,0
C0000190,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,86.89,2852.76,0,1,122.7,1,No,0.0,0
C0000191,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,39.21,0.0,1,1,0.0,0,Yes,22.2,0
C0000192,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),81.86,2746.4,0,0,37.5,0,Yes,1.0,0
C0000193,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,100.47,297.5,2,0,119.5,1,No,0.0,0
C0000194,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,70.71,632.53,0,0,27.9,1,No,0.0,1
C0000195,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.83,855.45,1,0,163.1,0,Yes,6.9,0
C0000196,Female,0,No,No,4,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,57.11,266.4,0,0,182.9,2,No,0.0,0
C0000197,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,103.62,1332.15,0,0,134.6,1,No,0.0,1
C0000198,Male,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.3,6012.25,1,0,220.1,0,Yes,9.3,0
C0000199,Female,0,No,Yes,43,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.25,2549.21,0,1,37.7,1,No,0.0,1
C0000200,Female,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.27,1832.71,2,0,0.0,0,No,0.0,0
C0000201,Male,0,Yes,Yes,41,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,53.68,2183.96,0,1,43.6,0,No,0.0,0
C0000202,Male,0,Yes,No,58,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),66.42,3799.44,0,0,23.9,0,No,0.0,0
C0000203,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.16,492.97,0,1,0.0,0,No,0.0,0
C0000204,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.92,4883.37,0,2,167.1,0,No,0.0,0
C0000205,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.52,2580.58,0,1,0.0,1,No,0.0,0
C0000206,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.71,1119.14,0,2,56.7,0,No,0.0,0
C0000207,Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.96,1619.54,0,1,44.3,0,No,0.0,0
C0000208,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),81.53,852.71,0,1,105.8,1,No,0.0,0
C0000209,Female,0,No,No,0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.97,0.0,2,0,38.3,0,No,0.0,0
C0000210,Male,1,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),103.65,7445.67,0,0,257.6,0,No,0.0,0
C0000211,Male,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),72.86,3425.71,0,0,45.4,0,No,0.0,0
C0000212,Male,0,No,Yes,15,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.08,962.27,0,0,34.0,0,No,0.0,0
C0000213,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.38,3946.56,0,1,192.1,1,No,0.0,0
C0000214,Male,0,Yes,No,65,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),61.37,3985.36,0,0,47.8,1,No,0.0,0
C0000215,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.6,2434.82,1,1,20.0,0,No,0.0,0
C0000216,Male,0,No,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.33,1746.16,0,0,42.4,0,No,0.0,0
C0000217,Female,0,No,No,24,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,66.64,,0,0,25.6,0,No,0.0,0
C0000218,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.42,138.85,0,1,239.0,0,No,0.0,0
C0000219,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,88.77,154.88,1,1,140.7,0,Yes,1.0,1
C0000220,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,101.17,2174.38,1,0,72.8,0,Yes,6.4,0
C0000221,Female,0,Yes,No,52,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.46,5103.29,0,0,120.6,1,No,0.0,0
C0000222,Female,0,No,Yes,46,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.93,2602.06,1,1,49.8,1,Yes,8.3,0
C0000223,Male,0,Yes,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,37.35,1665.72,0,0,14.8,0,Yes,21.8,0
C0000224,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.9,228.35,0,1,0.0,0,Yes,6.6,0
C0000225,Female,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.16,478.72,0,0,43.0,0,No,0.0,0
C0000226,Male,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,1001.41,0,1,0.0,1,Yes,8.4,0
C0000227,Female,0,No,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.68,508.64,1,0,32.9,0,No,0.0,0
C0000228,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.89,82.37,1,0,58.3,0,No,0.0,0
C0000229,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.75,522.67,0,1,140.0,0,No,0.0,0
C0000230,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.33,5805.68,0,0,100.3,1,No,0.0,0
C0000231,Female,1,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,3142.45,0,1,137.6,1,Yes,21.5,0
C0000232,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.46,1293.08,1,1,0.0,0,No,0.0,0
C0000233,Male,0,No,Yes,10,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,94.55,948.19,0,2,229.9,1,No,0.0,0
C0000234,Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,140.0,4485.29,0,1,238.0,0,No,0.0,0
C0000235,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.79,725.88,0,0,0.0,0,No,0.0,0
C0000236,Male,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.37,205.33,1,1,26.9,0,No,0.0,0
C0000237,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,99.75,1350.45,0,0,274.5,1,Yes,23.5,0
C0000238,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.35,370.39,0,0,0.0,1,No,0.0,0
C0000239,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.07,1441.8,0,0,0.0,0,No,0.0,0
C0000240,Female,0,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),49.88,1298.95,0,2,38.5,0,Yes,19.2,0
C0000241,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.7,929.37,0,0,0.0,0,Yes,12.5,0
C0000242,Male,0,No,No,56,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.68,4016.16,0,0,49.2,0,No,0.0,0
C0000243,Female,0,No,No,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,87.54,268.72,0,0,189.0,1,No,0.0,1
C0000244,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,112.51,285.75,0,0,159.1,1,Yes,6.7,0
C0000245,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),108.61,4880.41,0,0,177.0,0,No,0.0,0
C0000246,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),104.81,528.23,0,1,200.7,0,No,0.0,0
C0000247,Male,1,No,Yes,59,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),53.0,3096.43,1,0,22.1,0,No,0.0,0
C0000248,Female,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.99,37.05,0,0,149.0,0,No,0.0,0
C0000249,Female,0,No,Yes,26,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.75,1327.99,0,0,46.3,0,Yes,8.4,0
C0000250,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,62.81,306.22,0,1,58.4,2,No,0.0,0
C0000251,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.48,2575.5,0,0,116.6,1,No,0.0,0
C0000252,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,80.38,352.45,1,0,142.3,0,Yes,16.7,0
C0000253,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,87.54,0.0,0,0,196.8,1,No,0.0,0
C0000254,Female,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),108.85,1820.04,0,3,179.2,0,Yes,17.9,0
C0000255,Female,1,No,Yes,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,63.26,517.28,0,0,41.4,1,Yes,11.4,0
C0000256,Male,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.06,134.0,0,1,0.0,2,Yes,20.4,0
C0000257,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,96.65,97.95,0,3,232.9,2,No,0.0,0
C0000258,Female,0,No,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.19,1747.66,0,1,29.0,0,No,0.0,0
C0000259,Female,0,No,No,50,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.38,3791.5,0,1,35.3,0,No,0.0,0
C0000260,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.73,1269.15,0,0,0.0,0,No,0.0,0
C0000261,Female,1,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,87.26,57.32,0,1,50.1,0,No,0.0,0
C0000262,Male,0,No,Yes,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),48.37,352.39,0,0,14.4,1,Yes,14.2,0
C0000263,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1207.08,1,0,0.0,1,Yes,18.4,0
C0000264,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,92.24,3509.5,2,0,183.9,1,No,0.0,0
C0000265,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.86,6237.41,0,1,156.0,0,No,0.0,0
C0000266,Female,0,No,Yes,7,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),69.35,522.51,0,0,31.8,0,Yes,13.0,1
C0000267,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),75.99,637.14,2,0,173.7,0,Yes,8.5,0
C0000268,Female,0,No,No,10,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.14,678.96,0,0,29.8,0,No,0.0,0
C0000269,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),60.77,318.0,0,0,39.9,0,No,0.0,0
C0000270,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.07,1153.23,1,0,0.0,0,No,0.0,0
C0000271,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.36,4107.97,0,1,29.5,1,No,0.0,0
C0000272,Female,0,No,Yes,21,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),59.65,1230.68,0,0,15.3,0,No,0.0,0
C0000273,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),107.78,1636.38,0,0,268.4,1,No,0.0,1
C0000274,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.49,5339.34,1,1,223.6,0,Yes,9.0,0
C0000275,Male,0,Yes,No,53,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.84,3175.5,0,0,55.6,0,Yes,16.4,0
C0000276,Female,0,No,No,38,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,72.08,2726.13,0,0,35.6,0,No,0.0,0
C0000277,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.94,2150.1,1,1,6.2,0,No,0.0,1
C0000278,Male,0,Yes,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.74,1186.73,0,1,0.0,0,No,0.0,0
C0000279,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.69,449.23,0,1,162.7,2,No,0.0,0
C0000280,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.63,3694.83,0,0,165.1,0,No,0.0,1
C0000281,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.74,5684.58,0,0,211.6,0,No,0.0,0
C0000282,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.03,55.38,2,0,0.0,0,No,0.0,0
C0000283,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,41.25,329.26,0,0,25.1,3,No,0.0,0
C0000284,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),86.88,5934.03,0,0,240.6,0,No,0.0,0
C0000285,Male,0,Yes,Yes,44,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),45.59,2001.61,0,0,37.1,0,Yes,2.1,0
C0000286,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1252.67,0,0,0.0,0,No,0.0,0
C0000287,Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.77,5424.89,1,0,194.1,0,No,0.0,0
C0000288,Female,1,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,109.36,4870.68,0,0,155.5,2,No,0.0,0
C0000289,Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,114.86,2150.09,0,0,165.7,0,Yes,1.0,0
C0000290,Female,1,No,Yes,58,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.65,5442.0,3,0,153.3,1,No,0.0,0
C0000291,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),93.35,3001.77,0,3,103.9,0,Yes,13.0,0
C0000292,Female,1,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),71.27,741.1,0,0,48.6,1,No,0.0,0
C0000293,Male,1,No,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.16,1984.62,0,1,120.3,0,Yes,15.6,0
C0000294,Female,1,Yes,No,56,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.91,3159.83,0,1,53.0,0,No,0.0,0
